Date,/ES,AAPL Last,AAPL Bid,AAPL BS,AAPL Ask,AAPL AS,AAPL Volume,AAPL Open,AAPL High,AAPL Low,QQQ last,QQQ Bid,QQQ BS,QQQ Ask,QQQ AS,QQQ Volume,SPY Last,SPY Bid,SPY BS,SPY Ask,SPY AS,SPY Volume
1/16/2024 12:11:53 AM,4788.25,185.92,185.6,N/A,185.69,N/A,N/A,0,0,0,409.56,406.22,830,406.32,100,N/A,476.68,473.96,5,474.01,5600,N/A
1/16/2024 12:11:56 AM,4788,185.92,185.6,N/A,185.69,N/A,N/A,0,0,0,409.56,406.2,1660,406.31,830,N/A,476.68,473.96,5,474,600,N/A
1/16/2024 12:11:59 AM,4788.25,185.92,185.6,N/A,185.69,N/A,N/A,0,0,0,409.56,406.2,3692,406.32,930,N/A,476.68,473.96,5,474.05,5000,N/A
1/16/2024 12:12:02 AM,4787.75,185.92,185.6,N/A,185.69,N/A,N/A,0,0,0,409.56,406.2,1,406.28,830,N/A,476.68,473.9,500,473.99,5000,N/A
1/16/2024 12:12:05 AM,4788,185.92,185.6,N/A,185.69,N/A,N/A,0,0,0,409.56,406.21,4151,406.32,100,N/A,476.68,473.9,500,474.01,5600,N/A
1/16/2024 12:12:08 AM,4787.75,185.92,185.6,N/A,185.69,N/A,N/A,0,0,0,409.56,406.2,1,406.3,4746,N/A,476.68,473.9,500,474,5000,N/A
1/16/2024 12:12:11 AM,4787.75,185.92,185.6,N/A,185.69,N/A,N/A,0,0,0,409.56,406.2,1,406.29,4400,N/A,476.68,473.9,500,473.99,5600,N/A
1/16/2024 12:12:14 AM,4787.75,185.92,185.6,N/A,185.69,N/A,N/A,0,0,0,409.56,406.2,1,406.29,4151,N/A,476.68,473.9,500,473.98,600,N/A
1/16/2024 12:12:17 AM,4787.75,185.92,185.6,N/A,185.69,N/A,N/A,0,0,0,409.56,406.2,1,406.28,2490,N/A,476.68,473.9,500,473.98,600,N/A
1/16/2024 12:12:20 AM,4787.75,185.92,185.6,N/A,185.69,N/A,N/A,0,0,0,409.56,406.2,1,406.28,4151,N/A,476.68,473.9,500,473.99,5600,N/A
1/16/2024 12:12:23 AM,4787.75,185.92,185.6,N/A,185.69,N/A,N/A,0,0,0,409.56,406.2,1,406.28,2490,N/A,476.68,473.9,500,473.99,5600,N/A
1/16/2024 12:12:26 AM,4787.75,185.92,185.6,N/A,185.69,N/A,N/A,0,0,0,409.56,406.2,1,406.29,4400,N/A,476.68,473.9,500,473.99,5600,N/A
1/16/2024 12:12:29 AM,4787.75,185.92,185.6,N/A,185.69,N/A,N/A,0,0,0,409.56,406.2,1,406.29,4400,N/A,476.68,473.9,500,473.99,5600,N/A
1/16/2024 12:12:32 AM,4787.75,185.92,185.6,N/A,185.69,N/A,N/A,0,0,0,409.56,406.2,1,406.29,4400,N/A,476.68,473.9,500,473.99,5600,N/A
1/16/2024 12:12:35 AM,4787.75,185.92,185.6,N/A,185.69,N/A,N/A,0,0,0,409.56,406.2,1,406.27,4151,N/A,476.68,473.9,500,473.96,5000,N/A
1/16/2024 12:12:38 AM,4787.75,185.92,185.6,N/A,185.69,N/A,N/A,0,0,0,409.56,406.2,1,406.28,4400,N/A,476.68,473.85,1,473.96,5000,N/A
1/16/2024 12:12:41 AM,4787.75,185.92,185.6,N/A,185.69,N/A,N/A,0,0,0,409.56,406.2,1,406.28,4151,N/A,476.68,473.85,1,473.96,5000,N/A
1/16/2024 12:12:44 AM,4787.25,185.92,185.6,N/A,185.69,N/A,N/A,0,0,0,409.56,406.2,1,406.25,4400,N/A,476.68,473.85,1,473.94,5000,N/A
1/16/2024 12:12:47 AM,4787.5,185.92,185.6,N/A,185.69,N/A,N/A,0,0,0,409.56,406.16,1,406.22,4151,N/A,476.68,473.85,1,473.94,4700,N/A
1/16/2024 12:12:50 AM,4787.25,185.92,185.6,N/A,185.69,N/A,N/A,0,0,0,409.56,406.16,1,406.22,2490,N/A,476.68,473.85,1,473.93,600,N/A
1/16/2024 12:12:53 AM,4787,185.92,185.6,N/A,185.69,N/A,N/A,0,0,0,409.56,406.1,7,406.19,4400,N/A,476.68,473.85,1,473.91,3100,N/A
1/16/2024 12:12:56 AM,4786.75,185.92,185.6,N/A,185.69,N/A,N/A,0,0,0,409.56,406.1,7,406.14,4400,N/A,476.68,473.85,1,473.89,5600,N/A
1/16/2024 12:12:59 AM,4786.5,185.92,185.6,N/A,185.69,N/A,N/A,0,0,0,409.56,406,100,406.11,4400,N/A,476.68,473.85,1,473.86,2500,N/A
1/16/2024 12:13:02 AM,4787,185.92,185.6,N/A,185.69,N/A,N/A,0,0,0,409.56,406,100,406.11,4400,N/A,476.68,473.85,1,473.93,5000,N/A
1/16/2024 12:13:05 AM,4787,185.92,185.6,N/A,185.69,N/A,N/A,0,0,0,409.56,406,100,406.1,4400,N/A,476.68,473.85,1,473.91,5000,N/A
1/16/2024 12:13:08 AM,4787,185.92,185.6,N/A,185.69,N/A,N/A,0,0,0,409.56,405.93,28,406.05,4400,N/A,476.68,473.81,11,473.89,5600,N/A
1/16/2024 12:13:11 AM,4787,185.92,185.6,N/A,185.69,N/A,N/A,0,0,0,409.56,405.95,830,406.08,4400,N/A,476.68,473.81,11,473.94,5000,N/A
1/16/2024 12:13:14 AM,4787.25,185.92,185.6,N/A,185.69,N/A,N/A,0,0,0,409.56,406.02,1660,406.14,3321,N/A,476.68,473.81,11,473.93,600,N/A
1/16/2024 12:13:17 AM,4787,185.92,185.6,N/A,185.69,N/A,N/A,0,0,0,409.56,406,1915,406.13,4400,N/A,476.68,473.81,11,473.91,3100,N/A
1/16/2024 12:13:20 AM,4786.75,185.92,185.6,N/A,185.69,N/A,N/A,0,0,0,409.56,405.94,1171,406.07,4151,N/A,476.68,473.81,11,473.91,5000,N/A
1/16/2024 12:13:23 AM,4786.75,185.92,185.6,N/A,185.69,N/A,N/A,0,0,0,409.56,405.95,830,406.07,4151,N/A,476.68,473.81,11,473.89,5000,N/A
1/16/2024 12:13:26 AM,4787,185.92,185.6,N/A,185.69,N/A,N/A,0,0,0,409.56,405.96,3321,406.09,4151,N/A,476.68,473.81,11,473.94,5600,N/A
1/16/2024 12:13:29 AM,4787,185.92,185.6,N/A,185.69,N/A,N/A,0,0,0,409.56,405.97,3321,406.09,4151,N/A,476.68,473.81,11,473.91,2500,N/A
1/16/2024 12:13:32 AM,4787.5,185.92,185.6,N/A,185.69,N/A,N/A,0,0,0,409.56,406.01,1913,406.13,830,N/A,476.68,473.82,2500,473.96,5600,N/A
1/16/2024 12:13:35 AM,4787.75,185.92,185.6,N/A,185.69,N/A,N/A,0,0,0,409.56,406.02,1660,406.15,3321,N/A,476.68,473.82,2500,473.96,5600,N/A
1/16/2024 12:13:38 AM,4787.5,185.92,185.6,N/A,185.69,N/A,N/A,0,0,0,409.56,406.05,1660,406.17,4151,N/A,476.68,473.92,299,473.96,4100,N/A
1/16/2024 12:13:41 AM,4787.75,185.92,185.6,N/A,185.69,N/A,N/A,0,0,0,409.56,406.06,1660,406.18,4151,N/A,476.68,473.92,299,474.04,5000,N/A
1/16/2024 12:13:44 AM,4787.5,185.92,185.6,N/A,185.69,N/A,N/A,0,0,0,409.56,406.02,3664,406.16,4400,N/A,476.68,473.92,299,473.96,5000,N/A
1/16/2024 12:13:47 AM,4787.5,185.92,185.6,N/A,185.69,N/A,N/A,0,0,0,409.56,406.01,3688,406.14,830,N/A,476.68,473.92,299,473.95,600,N/A
