Date,/ES,AAPL Last,AAPL Bid,AAPL BS,AAPL Ask,AAPL AS,AAPL Volume,AAPL Open,AAPL High,AAPL Low,QQQ last,QQQ Bid,QQQ BS,QQQ Ask,QQQ AS,QQQ Volume,SPY Last,SPY Bid,SPY BS,SPY Ask,SPY AS,SPY Volume
2024-01-16 07:46:53,4801.5,185.92,183.17,2.0,183.3,5.0,312560.0,0.0,0.0,0.0,409.56,408.0,28,408.06,28,253918.0,476.68,475.23,4,475.25,4,258903.0
2024-01-16 07:46:56,4801.5,185.92,183.17,2.0,183.3,5.0,312567.0,0.0,0.0,0.0,409.56,408.01,17,408.06,18,253968.0,476.68,475.23,4,475.25,4,258923.0
2024-01-16 07:46:59,4802.0,185.92,183.17,2.0,183.3,5.0,312567.0,0.0,0.0,0.0,409.56,408.05,1,408.09,10,253968.0,476.68,475.26,4,475.29,4,258923.0
2024-01-16 07:47:02,4801.75,185.92,183.17,2.0,183.3,5.0,312567.0,0.0,0.0,0.0,409.56,408.03,26,408.08,9,253968.0,476.68,475.25,4,475.27,4,258923.0
2024-01-16 07:47:05,4801.75,185.92,183.17,2.0,183.3,5.0,312567.0,0.0,0.0,0.0,409.56,408.03,18,408.08,1,253968.0,476.68,475.24,4,475.26,4,258923.0
2024-01-16 07:47:08,4801.75,185.92,183.17,2.0,183.3,5.0,312567.0,0.0,0.0,0.0,409.56,408.03,27,408.08,1,253968.0,476.68,475.24,7,475.27,7,259568.0
2024-01-16 07:47:11,4801.75,185.92,183.17,2.0,183.3,5.0,312567.0,0.0,0.0,0.0,409.56,408.04,26,408.1,19,253968.0,476.68,475.25,4,475.28,1,259568.0
2024-01-16 07:47:14,4801.75,185.92,183.17,2.0,183.3,5.0,312567.0,0.0,0.0,0.0,409.56,408.05,18,408.1,19,253968.0,476.68,475.26,7,475.28,1,259568.0
2024-01-16 07:47:17,4802.0,185.92,183.17,2.0,183.3,5.0,312568.0,0.0,0.0,0.0,409.56,408.05,1,408.09,10,253968.0,476.68,475.26,7,475.28,1,259588.0
2024-01-16 07:47:20,4802.0,185.92,183.17,2.0,183.3,5.0,312568.0,0.0,0.0,0.0,409.56,408.05,18,408.07,1,253977.0,476.68,475.26,7,475.28,1,259588.0
2024-01-16 07:47:23,4802.0,185.92,183.17,2.0,183.3,5.0,312568.0,0.0,0.0,0.0,409.56,408.06,1,408.09,1,254203.0,476.68,475.26,7,475.28,1,259588.0
2024-01-16 07:47:26,4801.75,185.92,183.17,2.0,183.3,5.0,312568.0,0.0,0.0,0.0,409.56,408.05,10,408.09,1,254203.0,476.68,475.25,4,475.28,4,259641.0
2024-01-16 07:47:29,4801.75,185.92,183.17,2.0,183.3,5.0,312568.0,0.0,0.0,0.0,409.56,408.05,10,408.09,9,254203.0,476.68,475.25,4,475.28,4,259641.0
2024-01-16 07:47:32,4801.75,185.92,183.17,2.0,183.3,5.0,312568.0,0.0,0.0,0.0,409.56,408.04,9,408.08,9,254203.0,476.68,475.22,18,475.26,4,259661.0
2024-01-16 07:47:35,4801.75,185.92,183.17,2.0,183.3,5.0,312568.0,0.0,0.0,0.0,409.56,408.04,9,408.08,1,254203.0,476.68,475.22,18,475.26,4,259661.0
2024-01-16 07:47:38,4802.0,185.92,183.17,2.0,183.3,5.0,312572.0,0.0,0.0,0.0,409.56,408.08,1,408.12,18,254220.0,476.68,475.28,4,475.3,2,259806.0
2024-01-16 07:47:41,4802.0,185.92,183.17,2.0,183.3,5.0,312572.0,0.0,0.0,0.0,409.56,408.08,19,408.12,2,254220.0,476.68,475.28,6,475.3,2,259806.0
2024-01-16 07:47:44,4802.25,185.92,183.17,2.0,183.3,5.0,312572.0,0.0,0.0,0.0,409.56,408.07,18,408.11,1,254220.0,476.68,475.28,6,475.3,2,259806.0
2024-01-16 07:47:47,4802.25,185.92,183.17,2.0,183.3,5.0,312572.0,0.0,0.0,0.0,409.56,408.07,26,408.12,9,254220.0,476.68,475.28,4,475.3,2,259806.0
2024-01-16 07:47:50,4802.0,185.92,183.23,2.0,183.3,5.0,312576.0,0.0,0.0,0.0,409.56,408.07,24,408.12,10,254300.0,476.68,475.28,4,475.3,5,259826.0
2024-01-16 07:47:53,4802.0,185.92,183.23,2.0,183.3,5.0,312576.0,0.0,0.0,0.0,409.56,408.08,1,408.12,9,254300.0,476.68,475.27,4,475.3,2,259826.0
2024-01-16 07:47:56,4802.25,185.92,183.23,2.0,183.3,5.0,312576.0,0.0,0.0,0.0,409.56,408.08,18,408.12,2,254301.0,476.68,475.28,7,475.3,2,259826.0
2024-01-16 07:47:59,4802.25,185.92,183.23,2.0,183.3,5.0,312576.0,0.0,0.0,0.0,409.56,408.09,27,408.12,1,254301.0,476.68,475.28,7,475.3,2,259909.0
2024-01-16 07:48:02,4802.0,185.92,183.23,2.0,183.3,5.0,312576.0,0.0,0.0,0.0,409.56,408.07,10,408.11,9,254301.0,476.68,475.27,4,475.3,3,260114.0
2024-01-16 07:48:05,4802.0,185.92,183.23,2.0,183.3,5.0,312576.0,0.0,0.0,0.0,409.56,408.08,10,408.12,2,254301.0,476.68,475.28,4,475.31,4,260114.0
2024-01-16 07:48:08,4802.25,185.92,183.23,2.0,183.3,5.0,312682.0,0.0,0.0,0.0,409.56,408.1,18,408.15,10,254480.0,476.68,475.29,4,475.31,4,260334.0
2024-01-16 07:48:11,4802.25,185.92,183.23,2.0,183.3,5.0,312682.0,0.0,0.0,0.0,409.56,408.11,10,408.14,1,254480.0,476.68,475.28,4,475.3,4,260334.0
2024-01-16 07:48:14,4802.25,185.92,183.23,2.0,183.3,5.0,312813.0,0.0,0.0,0.0,409.56,408.1,18,408.14,1,254480.0,476.68,475.28,4,475.3,4,260354.0
2024-01-16 07:48:17,4802.25,185.92,183.23,2.0,183.3,5.0,312813.0,0.0,0.0,0.0,409.56,408.1,18,408.14,1,254480.0,476.68,475.28,4,475.3,4,260354.0
2024-01-16 07:48:20,4802.25,185.92,183.23,2.0,183.27,1.0,312815.0,0.0,0.0,0.0,409.56,408.11,1,408.15,10,254537.0,476.68,475.29,4,475.3,1,260354.0
2024-01-16 07:48:23,4802.25,185.92,183.23,2.0,183.27,1.0,312836.0,0.0,0.0,0.0,409.56,408.11,10,408.15,1,254537.0,476.68,475.29,17,475.3,1,260404.0
